rspd_id,model_id,purchase,V1,V2,V3,V4
221,41,0,-0.803761124,-0.816514035,-0.519626416,A
221,46,0,-1.306485631,-1.126584271,-0.916714579,A
221,296,0,-0.135338577,-0.135501809,-0.312938957,C
235,325,1,-0.716346291,-0.843833632,-0.649486598,D
235,267,0,-0.748517815,-0.921225135,-0.989448678,D
235,355,0,-0.967873069,-1.10329708,-1.608868696,C
235,302,0,-0.756846587,-0.921225135,-0.894178608,A
235,179,0,0.959158997,1.616873727,1.511239752,B
235,137,0,-0.815163519,-1.051338476,-0.813694612,B
237,382,0,-1.386023693,-1.091698634,-1.25830726,A
237,307,0,-0.801607773,-1.022730374,-1.231419508,C
237,236,0,1.438681699,0.581090147,0.682350054,C
237,109,0,-0.394976495,-0.460588113,0.166009402,B
237,264,1,-1.207220394,-1.256869289,-0.649486598,D
237,46,0,-1.306485631,-1.126584271,-0.916714579,A
250,376,0,-0.161234116,-0.865809666,-0.426619299,C
250,219,1,-0.525156184,-0.719517791,-0.465690982,D
250,374,0,-0.808084988,-0.346317739,-1.152448623,C
250,105,0,0.302824423,1.267877509,0.307236234,C
250,109,0,-0.394976495,-0.460588113,0.166009402,B
250,276,0,-0.429548588,-0.910087174,0.05659346,D
252,362,0,0.51900133,0.0344193,0.51449167,C
252,22,1,-1.188455531,-1.057082041,-0.941359948,A
252,105,0,0.302824423,1.267877509,0.307236234,C
252,95,0,-0.88478473,-0.583011955,-0.642503331,A
252,274,0,-0.568913014,-0.994303452,-0.539623546,D
252,351,0,-0.42815394,-0.645499219,-0.649486598,C
259,55,1,-1.015942157,-1.051338476,-0.557125544,A
259,97,0,-0.507665144,0.14569411,-0.083045861,A
259,86,0,-1.632997463,-1.080130082,-1.499338623,A
259,46,0,-1.306485631,-1.126584271,-0.916714579,A
259,179,0,0.959158997,1.616873727,1.511239752,B
259,124,0,0.96472098,1.972984308,1.641732151,B
262,133,0,0.527835523,1.379464172,0.791880126,B
262,44,0,-0.667695323,-0.531595631,-0.604960492,A
262,352,0,0.373373773,0.612896098,0.632086314,C
262,325,1,-0.716346291,-0.843833632,-0.649486598,D
262,351,0,-0.42815394,-0.645499219,-0.649486598,C
262,148,0,-0.679374408,-1.017030569,-0.619575009,D
272,155,0,-0.543616054,-1.287014439,-0.505382877,E
272,307,0,-0.801607773,-1.022730374,-1.231419508,C
272,142,0,-1.190269789,-1.472264772,-1.21808328,B
272,325,1,-0.716346291,-0.843833632,-0.649486598,D
272,372,0,-0.746678846,-1.453391881,-1.088492787,C
272,220,0,-0.531765251,-0.849317562,-0.465690982,D
277,141,0,-0.166930516,0.267132132,0.420274094,B
277,271,0,-0.194074676,0.02087903,-0.186531119,D
277,334,0,-0.131594154,-0.292678257,-0.25797989,D
277,92,0,-1.013567103,-1.034151744,-0.649486598,A
277,376,0,-0.161234116,-0.865809666,-0.426619299,C
277,217,1,-0.116286719,0.347704275,-0.186531119,D
290,310,0,-0.042314238,-0.112160124,0.080446139,C
290,121,0,-0.621269055,0.193794479,-0.239925394,A
290,148,0,-0.679374408,-1.017030569,-0.619575009,D
290,109,0,-0.394976495,-0.460588113,0.166009402,B
290,176,0,0.21921682,0.814316422,0.127479566,B
290,325,1,-0.716346291,-0.843833632,-0.649486598,D
291,61,0,-1.736294856,-1.619655184,-1.706220091,A
291,335,0,0.485725858,1.093337792,0.992029867,D
291,351,0,-0.42815394,-0.645499219,-0.649486598,C
291,325,1,-0.716346291,-0.843833632,-0.649486598,D
291,286,0,0.005290872,0.722474937,0.064569661,C
291,300,0,0.217402621,0.745612081,-0.312938957,C
294,197,0,-0.041711725,0.480218577,0.142962816,E
294,22,0,-1.188455531,-1.057082041,-0.941359948,A
294,53,0,-1.347654875,-1.478573412,-1.499338623,A
294,276,0,-0.429548588,-0.910087174,0.05659346,D
294,144,1,-0.366828799,-0.655998863,-0.235072948,D
294,356,0,0.222276539,0.271409023,0.371447556,C
310,138,0,0.174011347,0.926537166,0.188845514,B
310,375,0,0.295547118,0.45566831,0.080446139,C
310,139,0,-0.524243189,-0.572681465,-0.134253183,B
310,129,1,-0.192596285,-0.107506317,-0.134253183,B
310,326,0,0.751620643,0.810526978,0.755900558,D
310,41,0,-0.803761124,-0.816514035,-0.519626416,A
317,55,0,-1.015942157,-1.051338476,-0.557125544,A
317,159,0,-0.717272445,-1.22096033,-0.077476546,E
317,226,0,0.150389314,0.855790514,0.05659346,D
317,148,0,-0.679374408,-1.017030569,-0.619575009,D
317,23,1,-0.975242734,-0.8548082,-0.388148742,A
317,307,0,-0.801607773,-1.022730374,-1.231419508,C
323,277,0,-1.035251921,-1.510250296,-0.713881664,D
323,276,0,-0.429548588,-0.910087174,0.05659346,D
323,264,1,-1.207220394,-1.256869289,-0.649486598,D
323,114,0,0.708408195,1.212759752,1.345091332,B
323,383,0,-0.902140492,-0.79477745,-0.825034934,A
323,355,0,-0.967873069,-1.10329708,-1.608868696,C
330,349,0,0.389962554,-0.552091539,0.080446139,C
330,43,0,-0.848919389,-1.022730374,-1.124618783,A
330,130,1,-0.76753021,-0.380788749,-0.825034934,B
330,167,0,-0.090935138,-0.006324665,-0.465690982,E
330,145,0,0.122251326,0.335078118,0.178366798,D
330,153,0,-0.824122533,-0.838356394,-0.825034934,E
352,167,0,-0.090935138,-0.006324665,-0.465690982,E
352,99,0,-0.551146083,-0.065837773,-0.276165693,A
352,46,0,-1.306485631,-1.126584271,-0.916714579,A
352,84,0,-0.878503991,-0.577843738,-0.388148742,A
352,57,1,-0.985652655,-1.085910631,-0.505382877,A
352,17,0,-1.319369837,-1.60015365,-1.024900539,A
357,219,1,-0.525156184,-0.719517791,-0.465690982,D
357,367,0,0.246549423,0.056896042,0.371447556,C
357,139,0,-0.524243189,-0.572681465,-0.134253183,B
357,157,0,0.347763509,0.710861487,0.833212255,E
357,140,0,-0.495593345,-0.268506976,-0.204202832,B
357,86,0,-1.632997463,-1.080130082,-1.499338623,A
382,266,0,-0.505118196,-0.420511097,-0.505382877,D
382,226,0,0.150389314,0.855790514,0.05659346,D
382,351,0,-0.42815394,-0.645499219,-0.649486598,C
382,128,0,-0.140760126,-0.292678257,-0.25797989,B
382,139,1,-0.524243189,-0.572681465,-0.134253183,B
382,52,0,-1.769478065,-2.04290613,-2.027724801,A
383,324,1,-0.392364776,-0.677072122,-0.25797989,D
383,351,0,-0.42815394,-0.645499219,-0.649486598,C
383,130,0,-0.76753021,-0.380788749,-0.825034934,B
383,373,0,-0.878562136,-0.988639608,-1.326819405,C
383,180,0,-1.136424403,-1.011337992,-0.73769544,A
383,303,0,-0.449874569,-0.258874792,-0.324449355,A
432,102,0,-1.664425972,-1.751876702,-1.679524286,A
432,128,0,-0.140760126,-0.292678257,-0.25797989,B
432,352,0,0.373373773,0.612896098,0.632086314,C
432,260,0,0.213835126,0.737912944,-0.083045861,D
432,180,1,-1.136424403,-1.011337992,-0.73769544,A
432,44,0,-0.667695323,-0.531595631,-0.604960492,A
436,307,0,-0.801607773,-1.022730374,-1.231419508,C
436,268,0,-0.978868306,-1.347918982,-0.917657999,D
436,129,1,-0.192596285,-0.107506317,-0.134253183,B
436,9,0,1.045448661,0.640542619,0.700941491,C
436,155,0,-0.543616054,-1.287014439,-0.505382877,E
436,76,0,-0.264728536,-0.001779251,-0.276165693,C
446,324,1,-0.392364776,-0.677072122,-0.25797989,D
446,63,0,-1.27255916,-0.988639608,-0.840769521,A
446,246,0,-0.985273457,-1.091698634,-1.13283242,A
446,353,0,-0.293648684,-0.746251616,-0.426619299,C
446,86,0,-1.632997463,-1.080130082,-1.499338623,A
446,343,0,0.525857598,0.488372251,0.803759183,C
452,143,0,-0.625447306,-0.614146849,-0.25797989,D
452,181,0,-1.118127641,-0.682355932,-0.616436128,A
452,50,1,-1.166443336,-1.161743166,-0.887876789,A
452,358,0,0.574750505,0.267132132,0.73162331,C
452,276,0,-0.429548588,-0.910087174,0.05659346,D
452,94,0,-1.326630418,-1.434598012,-1.191622325,A
494,46,0,-1.306485631,-1.126584271,-0.916714579,A
494,153,0,-0.824122533,-0.838356394,-0.825034934,E
494,380,1,-1.002124022,-0.887893823,-0.497393935,A
494,337,0,0.344183884,0.414450427,0.632086314,D
494,41,0,-0.803761124,-0.816514035,-0.519626416,A
494,71,0,0.975765834,2.007960557,1.502293278,B
512,52,0,-1.769478065,-2.04290613,-2.027724801,A
512,335,0,0.485725858,1.093337792,0.992029867,D
512,351,0,-0.42815394,-0.645499219,-0.649486598,C
512,50,1,-1.166443336,-1.161743166,-0.887876789,A
512,49,0,-0.829895467,-0.405573991,-0.130978763,A
512,60,0,-1.480007707,-1.097494111,-1.421094314,A
571,109,0,-0.394976495,-0.460588113,0.166009402,B
571,45,0,-0.548610225,-0.465622994,-0.471407399,A
571,87,0,-1.349071754,-1.185336366,-1.087230209,A
571,54,0,-1.161908674,-0.887893823,-0.870917632,A
571,189,1,-0.797381559,-0.988639608,-0.825034934,E
571,75,0,-0.966209177,-0.816514035,-1.326819405,C
576,57,0,-0.985652655,-1.085910631,-0.505382877,A
576,109,1,-0.394976495,-0.460588113,0.166009402,B
576,161,0,-0.791145017,-0.994303452,-0.75134277,E
576,1,0,0.25312209,-0.887893823,-0.586708317,C
576,107,0,-0.565961464,-0.865809666,-0.692231859,B
576,156,0,0.083270706,0.532954609,0.212976334,E
585,357,0,-0.189963531,-0.526486244,-0.160255534,C
585,109,1,-0.394976495,-0.460588113,0.166009402,B
585,285,0,-0.389210269,-0.102857331,-0.488635478,C
585,335,0,0.485725858,1.093337792,0.992029867,D
585,110,0,-0.487259608,-0.405573991,-0.397711036,B
585,352,0,0.373373773,0.612896098,0.632086314,C
616,66,0,-0.975444272,-0.805632585,-0.505382877,A
616,320,0,-1.610562132,-1.826293713,-1.615720339,D
616,25,0,0.418302208,-0.415526536,0.233901451,C
616,93,0,-1.243165028,-1.057082041,-0.910826249,A
616,102,0,-1.664425972,-1.751876702,-1.679524286,A
616,366,1,-0.355591214,-0.860305562,-0.649486598,C
622,224,0,-0.032345858,0.141295682,0.040564322,D
622,166,0,0.534266528,1.17796426,1.325930036,E
622,366,1,-0.355591214,-0.860305562,-0.649486598,C
622,311,0,-0.323440098,-1.799090017,-1.733203979,C
622,106,0,-0.439348625,-0.677072122,-0.506983733,C
622,294,0,1.25328998,1.046823428,1.094326587,C
623,285,0,-0.389210269,-0.102857331,-0.488635478,C
623,376,1,-0.161234116,-0.865809666,-0.426619299,C
623,230,0,0.463712386,-0.361058625,-0.267056259,C
623,193,0,0.052761044,0.0344193,0.241332472,E
623,375,0,0.295547118,0.45566831,0.080446139,C
623,334,0,-0.131594154,-0.292678257,-0.25797989,D
635,366,1,-0.355591214,-0.860305562,-0.649486598,C
635,110,0,-0.487259608,-0.405573991,-0.397711036,B
635,356,0,0.222276539,0.271409023,0.371447556,C
635,304,0,0.010393624,0.867035437,0.113618376,A
635,266,0,-0.505118196,-0.420511097,-0.505382877,D
635,20,0,-1.163129655,-0.746251616,-0.941359948,A
642,80,0,-0.983524434,-1.238878901,-0.941359948,A
642,366,1,-0.355591214,-0.860305562,-0.649486598,C
642,304,0,0.010393624,0.867035437,0.113618376,A
642,283,0,-0.71949568,-0.144872576,-0.941359948,C
642,153,0,-0.824122533,-0.838356394,-0.825034934,E
642,42,0,-0.430685017,0.612896098,-0.33732192,A
664,336,0,-0.826273972,-1.299129416,-1.050890021,D
664,41,0,-0.803761124,-0.816514035,-0.519626416,A
664,277,0,-1.035251921,-1.510250296,-0.713881664,D
664,354,0,-0.802876038,-1.347918982,-1.285487276,C
664,376,1,-0.161234116,-0.865809666,-0.426619299,C
664,79,0,-0.990491672,-0.666523126,-0.941359948,A
690,51,0,-0.680141698,0.262851163,-0.176338461,A
690,35,0,0.750543513,0.561096368,0.420274094,C
690,367,0,0.246549423,0.056896042,0.371447556,C
690,366,1,-0.355591214,-0.860305562,-0.649486598,C
690,46,0,-1.306485631,-1.126584271,-0.916714579,A
690,282,0,-0.015952501,0.512744777,3.61E-05,C
693,357,0,-0.189963531,-0.526486244,-0.160255534,C
693,156,0,0.083270706,0.532954609,0.212976334,E
693,109,0,-0.394976495,-0.460588113,0.166009402,B
693,366,1,-0.355591214,-0.860305562,-0.649486598,C
693,274,0,-0.568913014,-0.994303452,-0.539623546,D
693,11,0,1.105487548,0.726339419,1.099596424,C
696,74,0,-0.537793831,-0.052033776,-0.505382877,C
696,154,0,-0.428279401,-0.735538971,-0.322217397,E
696,334,0,-0.131594154,-0.292678257,-0.25797989,D
696,376,1,-0.161234116,-0.865809666,-0.426619299,C
696,358,0,0.574750505,0.267132132,0.73162331,C
696,124,0,0.96472098,1.972984308,1.641732151,B
712,334,0,-0.131594154,-0.292678257,-0.25797989,D
712,56,0,-1.295620727,-1.323457908,-1.15348533,A
712,190,1,-0.689303595,-0.887893823,-0.532535565,E
712,52,0,-1.769478065,-2.04290613,-2.027724801,A
712,155,0,-0.543616054,-1.287014439,-0.505382877,E
712,283,0,-0.71949568,-0.144872576,-0.941359948,C
754,87,0,-1.349071754,-1.185336366,-1.087230209,A
754,56,0,-1.295620727,-1.323457908,-1.15348533,A
754,27,0,0.833517674,0.258566107,1.136177553,C
754,308,1,-0.335357209,-0.666523126,-0.426619299,C
754,150,0,0.194904003,0.648410449,0.378481419,D
754,94,0,-1.326630418,-1.434598012,-1.191622325,A
759,361,0,1.529312967,1.597827322,1.197669263,C
759,329,0,0.076155816,0.322416344,-0.083045861,D
759,231,0,0.699341056,0.385371036,0.682350054,C
759,366,1,-0.355591214,-0.860305562,-0.649486598,C
759,43,0,-0.848919389,-1.022730374,-1.124618783,A
759,217,0,-0.116286719,0.347704275,-0.186531119,D
785,153,0,-0.824122533,-0.838356394,-0.825034934,E
785,236,0,1.438681699,0.581090147,0.682350054,C
785,171,0,0.946701133,1.226602773,1.590349449,D
785,11,0,1.105487548,0.726339419,1.099596424,C
785,130,1,-0.76753021,-0.380788749,-0.825034934,B
785,57,0,-0.985652655,-1.085910631,-0.505382877,A
787,74,0,-0.537793831,-0.052033776,-0.505382877,C
787,4,0,1.371178076,0.480218577,0.36439385,C
787,366,1,-0.355591214,-0.860305562,-0.649486598,C
787,275,0,0.148227299,0.185087209,0.080446139,D
787,102,0,-1.664425972,-1.751876702,-1.679524286,A
787,319,0,-1.123848697,-1.561402941,-1.191359125,D
801,145,0,0.122251326,0.335078118,0.178366798,D
801,375,0,0.295547118,0.45566831,0.080446139,C
801,166,0,0.534266528,1.17796426,1.325930036,E
801,368,0,0.00159652,-0.177825185,-0.267056259,C
801,190,0,-0.689303595,-0.887893823,-0.532535565,E
801,376,1,-0.161234116,-0.865809666,-0.426619299,C
804,11,0,1.105487548,0.726339419,1.099596424,C
804,110,1,-0.487259608,-0.405573991,-0.397711036,B
804,209,0,0.870546378,0.608932657,0.868104033,D
804,27,0,0.833517674,0.258566107,1.136177553,C
804,335,0,0.485725858,1.093337792,0.992029867,D
804,148,0,-0.679374408,-1.017030569,-0.619575009,D
806,146,0,0.17553612,0.198141787,0.238214133,D
806,15,0,1.081211756,0.963329142,1.104855178,C
806,303,0,-0.449874569,-0.258874792,-0.324449355,A
806,304,0,0.010393624,0.867035437,0.113618376,A
806,130,1,-0.76753021,-0.380788749,-0.825034934,B
806,283,0,-0.71949568,-0.144872576,-0.941359948,C
808,220,0,-0.531765251,-0.849317562,-0.465690982,D
808,389,0,-1.461300042,-1.409661303,-1.044677504,A
808,336,0,-0.826273972,-1.299129416,-1.050890021,D
808,109,0,-0.394976495,-0.460588113,0.166009402,B
808,160,0,-0.100040481,0.561096368,0.022974723,E
808,284,1,-0.533104014,0.02087903,-0.505382877,C
818,128,0,-0.140760126,-0.292678257,-0.25797989,B
818,189,0,-0.797381559,-0.988639608,-0.825034934,E
818,179,0,0.959158997,1.616873727,1.511239752,B
818,190,1,-0.689303595,-0.887893823,-0.532535565,E
818,274,0,-0.568913014,-0.994303452,-0.539623546,D
818,192,0,-0.392362017,-0.470663529,-0.322217397,E
833,260,0,0.213835126,0.737912944,-0.083045861,D
833,257,0,-0.222500419,0.620812495,-0.545714991,D
833,142,0,-1.190269789,-1.472264772,-1.21808328,B
833,72,0,0.170781621,0.745612081,-0.083045861,C
833,253,0,0.427533476,-0.405573991,-0.097278526,C
833,349,1,0.389962554,-0.552091539,0.080446139,C
877,117,0,-0.383010795,-0.187284822,-0.161126953,A
877,150,0,0.194904003,0.648410449,0.378481419,D
877,351,1,-0.42815394,-0.645499219,-0.649486598,C
877,229,0,0.49450252,-1.238878901,-0.331530395,C
877,143,0,-0.625447306,-0.614146849,-0.25797989,D
877,9,0,1.045448661,0.640542619,0.700941491,C
899,62,0,-1.492323068,-1.179426429,-0.894178608,A
899,375,0,0.295547118,0.45566831,0.080446139,C
899,90,0,-0.955617228,-1.10329708,-1.119243209,A
899,50,0,-1.166443336,-1.161743166,-0.887876789,A
899,283,1,-0.71949568,-0.144872576,-0.941359948,C
899,51,0,-0.680141698,0.262851163,-0.176338461,A
953,81,0,-0.964759292,-0.762368674,-0.672906016,A
953,227,0,0.048514667,0.480218577,-0.965288713,C
953,161,0,-0.791145017,-0.994303452,-0.75134277,E
953,357,1,-0.189963531,-0.526486244,-0.160255534,C
953,260,0,0.213835126,0.737912944,-0.083045861,D
953,343,0,0.525857598,0.488372251,0.803759183,C
989,353,1,-0.293648684,-0.746251616,-0.426619299,C
989,21,0,-1.194444017,-1.149992908,-0.941359948,A
989,305,0,0.009746489,0.141295682,0.447752798,C
989,361,0,1.529312967,1.597827322,1.197669263,C
989,167,0,-0.090935138,-0.006324665,-0.465690982,E
989,157,0,0.347763509,0.710861487,0.833212255,E
1010,111,0,0.210530306,0.271409023,0.32164859,B
1010,177,0,1.359529087,1.651583605,1.801788315,B
1010,20,0,-1.163129655,-0.746251616,-0.941359948,A
1010,218,0,-0.970273001,-1.37251409,-1.244827244,D
1010,272,0,-0.815319206,-1.209054233,-0.825034934,D
1010,355,1,-0.967873069,-1.10329708,-1.608868696,C
1031,148,0,-0.679374408,-1.017030569,-0.619575009,D
1031,109,0,-0.394976495,-0.460588113,0.166009402,B
1031,130,1,-0.76753021,-0.380788749,-0.825034934,B
1031,300,0,0.217402621,0.745612081,-0.312938957,C
1031,139,0,-0.524243189,-0.572681465,-0.134253183,B
1031,345,0,0.699169257,0.772455537,1.28227261,C
1032,86,0,-1.632997463,-1.080130082,-1.499338623,A
1032,356,0,0.222276539,0.271409023,0.371447556,C
1032,386,0,-1.261538395,-0.937984069,-1.165959453,A
1032,189,1,-0.797381559,-0.988639608,-0.825034934,E
1032,355,0,-0.967873069,-1.10329708,-1.608868696,C
1032,153,0,-0.824122533,-0.838356394,-0.825034934,E
1062,34,0,0.984003661,0.664104856,0.850719002,C
1062,272,0,-0.815319206,-1.209054233,-0.825034934,D
1062,275,0,0.148227299,0.185087209,0.080446139,D
1062,366,0,-0.355591214,-0.860305562,-0.649486598,C
1062,195,0,-0.610504744,-0.230101643,-0.586708317,E
1062,357,1,-0.189963531,-0.526486244,-0.160255534,C
1064,77,0,-0.019288892,0.581090147,0.064569661,C
1064,317,0,-1.58118352,-1.731793465,-1.499338623,D
1064,101,0,-1.487337411,-1.632703437,-1.326819405,A
1064,283,1,-0.71949568,-0.144872576,-0.941359948,C
1064,284,0,-0.533104014,0.02087903,-0.505382877,C
1064,23,0,-0.975242734,-0.8548082,-0.388148742,A
1072,357,0,-0.189963531,-0.526486244,-0.160255534,C
1072,329,0,0.076155816,0.322416344,-0.083045861,D
1072,351,1,-0.42815394,-0.645499219,-0.649486598,C
1072,338,0,1.00291967,1.613704933,0.171966883,D
1072,190,0,-0.689303595,-0.887893823,-0.532535565,E
1072,114,0,0.708408195,1.212759752,1.345091332,B
1088,50,0,-1.166443336,-1.161743166,-0.887876789,A
1088,75,0,-0.966209177,-0.816514035,-1.326819405,C
1088,351,0,-0.42815394,-0.645499219,-0.649486598,C
1088,161,0,-0.791145017,-0.994303452,-0.75134277,E
1088,130,1,-0.76753021,-0.380788749,-0.825034934,B
1088,192,0,-0.392362017,-0.470663529,-0.322217397,E
1101,73,0,-1.004278178,-0.811070012,-0.953056433,C
1101,156,0,0.083270706,0.532954609,0.212976334,E
1101,355,1,-0.967873069,-1.10329708,-1.608868696,C
1101,92,0,-1.013567103,-1.034151744,-0.649486598,A
1101,138,0,0.174011347,0.926537166,0.188845514,B
1101,229,0,0.49450252,-1.238878901,-0.331530395,C
1122,331,0,-0.740768938,-1.161743166,-1.050890021,D
1122,283,0,-0.71949568,-0.144872576,-0.941359948,C
1122,88,0,-1.165871361,-0.624573325,-0.388148742,A
1122,184,0,-1.416292862,-1.491217352,-1.151671375,A
1122,353,1,-0.293648684,-0.746251616,-0.426619299,C
1122,329,0,0.076155816,0.322416344,-0.083045861,D
1132,351,0,-0.42815394,-0.645499219,-0.649486598,C
1132,57,0,-0.985652655,-1.085910631,-0.505382877,A
1132,272,0,-0.815319206,-1.209054233,-0.825034934,D
1132,353,1,-0.293648684,-0.746251616,-0.426619299,C
1132,156,0,0.083270706,0.532954609,0.212976334,E
1132,357,0,-0.189963531,-0.526486244,-0.160255534,C
1185,264,0,-1.207220394,-1.256869289,-0.649486598,D
1185,105,0,0.302824423,1.267877509,0.307236234,C
1185,351,1,-0.42815394,-0.645499219,-0.649486598,C
1185,137,0,-0.815163519,-1.051338476,-0.813694612,B
1185,375,0,0.295547118,0.45566831,0.080446139,C
